brand,cleaned_model,productionyear,count,rounded Count,%,Status,Error,L.B,U.B
Mazda,Mazda3 ,,3,0,0.00%,Nearly Unique,5,0,5
Mazda,MBV,,1,0,0.00%,Unique,5,0,5
Mazda,Micro BW-30I,,1,0,0.00%,Unique,5,0,5
Mazda,Millenia,,5,5,0.00%,Nearly Unique,5,0,10
Mazda,Mini ,,36,35,0.00%,Extremely Rare,5,30,40
Mazda,MP ,,2,0,0.00%,Nearly Unique,5,0,5
Mazda,MPV,,284,280,0.02%,Rare,25,255,305
Mazda,MX-3,,2,0,0.00%,Nearly Unique,5,0,5
Mazda,MX-5 ,,19,15,0.00%,Nearly Unique,5,10,20
Mazda,MX-5 ,,13,10,0.00%,Nearly Unique,5,5,15
Mazda,MX-6,,19,15,0.00%,Nearly Unique,5,10,20
Mazda,Navajo,,4,0,0.00%,Nearly Unique,5,0,5
Mazda,Premacy,,5,5,0.00%,Nearly Unique,5,0,10
Mazda,Protege,,26,25,0.00%,Extremely Rare,5,20,30
Mazda,R100 ,,1,0,0.00%,Unique,5,0,5
Mazda,R1600,,2,0,0.00%,Nearly Unique,5,0,5
Mazda,R360 ,,2,0,0.00%,Nearly Unique,5,0,5
Mazda,RX-7,,66,65,0.00%,Very Rare,5,60,70
Mazda,RX-Z Turbo ,,1,0,0.00%,Unique,5,0,5
Mazda,Scrum,,3,0,0.00%,Nearly Unique,5,0,5
Mazda,Sentia ,,3,0,0.00%,Nearly Unique,5,0,5
Mazda,SR-2,,1,0,0.00%,Unique,5,0,5
Mazda,SRX-8 ,,1,0,0.00%,Unique,5,0,5
Mazda,T2000,,74,70,0.00%,Very Rare,5,65,75
Mazda,T2600,,6,5,0.00%,Nearly Unique,5,0,10
Mazda,T3000,,6,5,0.00%,Nearly Unique,5,0,10
Mazda,T3500,,18,15,0.00%,Nearly Unique,5,10,20
Mazda,T4000,,7,5,0.00%,Nearly Unique,5,0,10
Mazda,Titan,,29,25,0.00%,Extremely Rare,5,20,30
Mazda,V-3 ,,1,0,0.00%,Unique,5,0,5
Mazda,Xedos,,37,35,0.00%,Extremely Rare,5,30,40
Mazda,,,290,290,0.02%,Rare,25,265,315
Mercedes,140,,440,440,0.03%,Rare,25,415,465
Mercedes,170,,12,10,0.00%,Nearly Unique,5,5,15
Mercedes,180,,3009,3000,0.19%,Scarce,25,2975,3025
Mercedes,190,,9232,9230,0.59%,Uncommon,100,9130,9330
Mercedes,200,,54958,54950,3.51%,Common,250,54700,55200
Mercedes,220,,6624,6620,0.42%,Uncommon,100,6520,6720
Mercedes,230,,53986,53980,3.45%,Common,250,53730,54230
Mercedes,240,,148,145,0.01%,Very Rare,25,120,170
Mercedes,250,,5922,5920,0.38%,Uncommon,100,5820,6020
Mercedes,260,,173,170,0.01%,Very Rare,25,145,195
Mercedes,280,,7758,7750,0.50%,Uncommon,100,7650,7850
Mercedes,300,,1179,1170,0.08%,Scarce,25,1145,1195
Mercedes,320,,249,245,0.02%,Rare,25,220,270
Mercedes,340,,7,5,0.00%,Nearly Unique,5,0,10
Mercedes,350,,44,40,0.00%,Very Rare,5,35,45
Mercedes,380,,22,20,0.00%,Extremely Rare,5,15,25
Mercedes,400,,5,5,0.00%,Nearly Unique,5,0,10
Mercedes,420,,44,40,0.00%,Very Rare,5,35,45
Mercedes,450,,73,70,0.00%,Very Rare,5,65,75
Mercedes,500,,74,70,0.00%,Very Rare,5,65,75
Mercedes,560,,28,25,0.00%,Extremely Rare,5,20,30
Mercedes,600,,19,15,0.00%,Nearly Unique,5,10,20
Mercedes,100-D,,12,10,0.00%,Nearly Unique,5,5,15
Mercedes,140-B,,2,0,0.00%,Nearly Unique,5,0,5
Mercedes,140-D,,130,130,0.01%,Very Rare,25,105,155
Mercedes,180-E,,8,5,0.00%,Nearly Unique,5,0,10
Mercedes,180-SE,,4,0,0.00%,Nearly Unique,5,0,5
Mercedes,190-B,,6,5,0.00%,Nearly Unique,5,0,10
Mercedes,190-E,,7750,7750,0.50%,Uncommon,100,7650,7850
Mercedes,190-S,,1,0,0.00%,Unique,5,0,5
Mercedes,190-SEL,,1,0,0.00%,Unique,5,0,5
Mercedes,190-SL,,63,60,0.00%,Very Rare,5,55,65
Mercedes,200-CE,,4,0,0.00%,Nearly Unique,5,0,5
Mercedes,200-D,,321,320,0.02%,Rare,25,295,345
Mercedes,220-CE,,46,45,0.00%,Very Rare,5,40,50
Mercedes,220-D,,64,60,0.00%,Very Rare,5,55,65
Mercedes,220-S,,1242,1240,0.08%,Scarce,25,1215,1265
Mercedes,220-SE,,232,230,0.01%,Very Rare,25,205,255
Mercedes,220-SL,,1,0,0.00%,Unique,5,0,5
Mercedes,230-C,,438,435,0.03%,Rare,25,410,460
Mercedes,230-CE,,567,565,0.04%,Very Scarce,25,540,590
Mercedes,230-CLK,,102,100,0.01%,Very Rare,25,75,125
Mercedes,230-D,,11,10,0.00%,Nearly Unique,5,5,15
Mercedes,230-E,,12841,12840,0.83%,Common,100,12740,12940
Mercedes,230-G,,11,10,0.00%,Nearly Unique,5,5,15
Mercedes,230-GE,,8,5,0.00%,Nearly Unique,5,0,10
Mercedes,230-S,,138,135,0.01%,Very Rare,25,110,160
Mercedes,230-SE,,9,5,0.00%,Nearly Unique,5,0,10
Mercedes,230-SL,,78,75,0.00%,Very Rare,5,70,80
Mercedes,240-D,,173,170,0.01%,Very Rare,25,145,195
Mercedes,240-E,,42,40,0.00%,Very Rare,5,35,45
Mercedes,250-CE,,74,70,0.00%,Very Rare,5,65,75
Mercedes,250-E,,16,15,0.00%,Nearly Unique,5,10,20
Mercedes,250-S,,605,605,0.04%,Very Scarce,25,580,630
Mercedes,250-SE,,217,215,0.01%,Very Rare,25,190,240
Mercedes,250-SEC,,6,5,0.00%,Nearly Unique,5,0,10
Mercedes,250-SEL,,2,0,0.00%,Nearly Unique,5,0,5
Mercedes,250-SL,,24,20,0.00%,Extremely Rare,5,15,25
Mercedes,250-SLC,,1,0,0.00%,Unique,5,0,5
Mercedes,260-E,,5178,5170,0.33%,Uncommon,100,5070,5270
Mercedes,260-G,,1,0,0.00%,Unique,5,0,5
Mercedes,260-SE,,508,505,0.03%,Very Scarce,25,480,530
Mercedes,280-B,,23,20,0.00%,Extremely Rare,5,15,25
Mercedes,280-C,,451,450,0.03%,Rare,25,425,475
Mercedes,280-CE,,635,635,0.04%,Very Scarce,25,610,660
Mercedes,280-D,,1,0,0.00%,Unique,5,0,5
Mercedes,280-E,,12692,12690,0.83%,Common,100,12590,12790
Mercedes,280-GE,,23,20,0.00%,Extremely Rare,5,15,25
Mercedes,280-S,,8401,8400,0.54%,Uncommon,100,8300,8500
Mercedes,280-SE,,10516,10510,0.70%,Common,100,10410,10610
Mercedes,280-SEC,,7,5,0.00%,Nearly Unique,5,0,10
Mercedes,280-SEL,,650,650,0.04%,Very Scarce,25,625,675
Mercedes,280-SL,,117,115,0.01%,Very Rare,25,90,140
Mercedes,280-SLC,,39,35,0.00%,Extremely Rare,5,30,40
Mercedes,300-CE,,2518,2510,0.16%,Scarce,25,2485,2535
Mercedes,300-D,,88,85,0.01%,Very Rare,5,80,90
Mercedes,300-E,,14484,14480,0.89%,Common,100,14380,14580
Mercedes,300-GE,,8,5,0.00%,Nearly Unique,5,0,10
Mercedes,300-LE,,13,10,0.00%,Nearly Unique,5,5,15
Mercedes,300-S,,8,5,0.00%,Nearly Unique,5,0,10
Mercedes,300-SE,,6809,6800,0.43%,Uncommon,100,6700,6900
Mercedes,300-SEC,,1,0,0.00%,Unique,5,0,5
Mercedes,300-SEL,,966,965,0.06%,Very Scarce,25,940,990
Mercedes,300-SL,,187,185,0.01%,Very Rare,25,160,210
Mercedes,320-CE,,240,240,0.02%,Very Rare,25,215,265
Mercedes,320-E,,1271,1270,0.08%,Scarce,25,1245,1295
Mercedes,320-S,,211,210,0.01%,Very Rare,25,185,235
Mercedes,320-SE,,3,0,0.00%,Nearly Unique,5,0,5
Mercedes,320-SL,,108,105,0.01%,Very Rare,25,80,130
Mercedes,320-SLk,,4,0,0.00%,Nearly Unique,5,0,5
Mercedes,350-S,,6,5,0.00%,Nearly Unique,5,0,10
Mercedes,350-SE,,412,410,0.03%,Rare,25,385,435
Mercedes,350-SEC,,1,0,0.00%,Unique,5,0,5
Mercedes,350-SEL,,76,75,0.00%,Very Rare,5,70,80
Mercedes,350-SL,,84,80,0.01%,Very Rare,5,75,85
Mercedes,350-SLC,,110,110,0.01%,Very Rare,25,85,135
Mercedes,380-S,,3,0,0.00%,Nearly Unique,5,0,5
Mercedes,380-SE,,605,605,0.04%,Very Scarce,25,580,630
Mercedes,380-SEC,,28,25,0.00%,Extremely Rare,5,20,30
Mercedes,380-SEL,,133,130,0.01%,Very Rare,25,105,155
Mercedes,380-SL,,64,60,0.00%,Very Rare,5,55,65
Mercedes,380-SLC,,8,5,0.00%,Nearly Unique,5,0,10
Mercedes,400-E,,52,50,0.00%,Very Rare,5,45,55
Mercedes,400-SE,,349,345,0.02%,Rare,25,320,370
Mercedes,400-SEL,,86,85,0.01%,Very Rare,5,80,90
Mercedes,420-E,,22,20,0.00%,Extremely Rare,5,15,25
Mercedes,420-S,,15,15,0.00%,Nearly Unique,5,10,20
Mercedes,420-SE,,505,505,0.03%,Very Scarce,25,480,530
Mercedes,420-SEC,,30,30,0.00%,Extremely Rare,5,25,35
Mercedes,420-SEL,,199,195,0.01%,Very Rare,25,170,220
Mercedes,420-SL,,3,0,0.00%,Nearly Unique,5,0,5
Mercedes,450-S,,5,5,0.00%,Nearly Unique,5,0,10
Mercedes,450-SE,,400,400,0.03%,Rare,25,375,425
Mercedes,450-SE-6.9,,2,0,0.00%,Nearly Unique,5,0,5
Mercedes,450-SEC,,2,0,0.00%,Nearly Unique,5,0,5
Mercedes,450-SEL,,497,495,0.03%,Very Scarce,25,470,520
Mercedes,450-SEL-6.9,,23,20,0.00%,Extremely Rare,5,15,25
Mercedes,450-SL,,456,455,0.03%,Rare,25,430,480
Mercedes,450-SLC,,156,155,0.01%,Very Rare,25,130,180
Mercedes,450-SLE,,4,0,0.00%,Nearly Unique,5,0,5
Mercedes,500-E,,49,45,0.00%,Very Rare,5,40,50
Mercedes,500-S,,50,50,0.00%,Very Rare,5,45,55
Mercedes,500-SE,,2681,2680,0.17%,Scarce,25,2655,2705
Mercedes,500-SEC,,339,335,0.02%,Rare,25,310,360
Mercedes,500-SEL,,1672,1670,0.11%,Scarce,25,1645,1695
Mercedes,500-SL,,240,240,0.02%,Very Rare,25,215,265
Mercedes,500-SLC,,4,0,0.00%,Nearly Unique,5,0,5
Mercedes,560-E,,3,0,0.00%,Nearly Unique,5,0,5
Mercedes,560-SE,,127,125,0.01%,Very Rare,25,100,150
Mercedes,560-SEC,,211,210,0.01%,Very Rare,25,185,235
Mercedes,560-SEL,,669,665,0.04%,Very Scarce,25,640,690
Mercedes,560-SL,,86,85,0.01%,Very Rare,5,80,90
Mercedes,600-SE,,36,35,0.00%,Extremely Rare,5,30,40
Mercedes,600-SEC,,16,15,0.00%,Nearly Unique,5,10,20
Mercedes,600-SEL,,147,145,0.01%,Very Rare,25,120,170
Mercedes,600-SL,,21,20,0.00%,Extremely Rare,5,15,25
Mercedes,A,,165,165,0.01%,Very Rare,25,140,190
Mercedes,A-160,,24,20,0.00%,Extremely Rare,5,15,25
Mercedes,A-200,,19,15,0.00%,Nearly Unique,5,10,20
Mercedes,A-250,,4,0,0.00%,Nearly Unique,5,0,5
Mercedes,Actros,,393,390,0.02%,Rare,25,365,415
Mercedes,AMG,,5,5,0.00%,Nearly Unique,5,0,10
Mercedes,Atego,,3,0,0.00%,Nearly Unique,5,0,5
Mercedes,B,,1,0,0.00%,Unique,5,0,5
Mercedes,B-200,,2,0,0.00%,Nearly Unique,5,0,5
Mercedes,C-180,,7983,7980,0.51%,Uncommon,100,7880,8080
Mercedes,C-200,,7667,7660,0.49%,Uncommon,100,7560,7760
Mercedes,C-220,,172,170,0.01%,Very Rare,25,145,195
Mercedes,C-230,,6574,6570,0.42%,Uncommon,100,6470,6670
Mercedes,C-240,,581,580,0.04%,Very Scarce,25,555,605
Mercedes,C-250,,74,70,0.00%,Very Rare,5,65,75
Mercedes,C-280,,6549,6540,0.42%,Uncommon,100,6440,6640
Mercedes,C-300,,11,10,0.00%,Nearly Unique,5,5,15
Mercedes,C-320,,12,10,0.00%,Nearly Unique,5,5,15
Mercedes,C-350,,1,0,0.00%,Unique,5,0,5
Mercedes,C-36,,102,100,0.01%,Very Rare,25,75,125
Mercedes,C-43,,8,5,0.00%,Nearly Unique,5,0,10
Mercedes,C-500,,1,0,0.00%,Unique,5,0,5
Mercedes,CL-420,,11,10,0.00%,Nearly Unique,5,5,15
Mercedes,CL-500,,80,80,0.01%,Very Rare,5,75,85
Mercedes,CL-600,,5,5,0.00%,Nearly Unique,5,0,10
Mercedes,CLA-250,,1,0,0.00%,Unique,5,0,5
Mercedes,CLK-200,,425,425,0.03%,Rare,25,400,450
Mercedes,CLK-230,,723,720,0.05%,Very Scarce,25,695,745
Mercedes,CLK-320,,1746,1740,0.11%,Scarce,25,1715,1765
Mercedes,CLK-430,,31,30,0.00%,Extremely Rare,5,25,35
Mercedes,CLK-55,,1,0,0.00%,Unique,5,0,5
Mercedes,CLS-500,,1,0,0.00%,Unique,5,0,5
Mercedes,CLS-55,,1,0,0.00%,Unique,5,0,5
Mercedes,E-200,,1227,1220,0.08%,Scarce,25,1195,1245
Mercedes,E-220,,1625,1620,0.10%,Scarce,25,1595,1645
Mercedes,E-230,,4831,4830,0.31%,Uncommon,25,4805,4855
Mercedes,E-240,,1002,1000,0.06%,Scarce,25,975,1025
Mercedes,E-250,,4,0,0.00%,Nearly Unique,5,0,5
Mercedes,E-280,,3576,3570,0.23%,Uncommon,25,3545,3595
Mercedes,E-300,,53,50,0.00%,Very Rare,5,45,55
Mercedes,E-320,,8444,8440,0.54%,Uncommon,100,8340,8540
Mercedes,E-350,,2,0,0.00%,Nearly Unique,5,0,5
Mercedes,E-420,,94,90,0.01%,Very Rare,5,85,95
Mercedes,E-430,,14,10,0.00%,Nearly Unique,5,5,15
Mercedes,E-45,,32,30,0.00%,Extremely Rare,5,25,35
Mercedes,E-50,,14,10,0.00%,Nearly Unique,5,5,15
Mercedes,E-500,,5,5,0.00%,Nearly Unique,5,0,10
Mercedes,E-55,,12,10,0.00%,Nearly Unique,5,5,15
Mercedes,G-230,,1,0,0.00%,Unique,5,0,5
Mercedes,G-320,,10,10,0.00%,Nearly Unique,5,5,15
Mercedes,G-500,,13,10,0.00%,Nearly Unique,5,5,15
Mercedes,Gazelle,,1,0,0.00%,Unique,5,0,5
Mercedes,GB,,4,0,0.00%,Nearly Unique,5,0,5
Mercedes,GE-280,,2,0,0.00%,Nearly Unique,5,0,5
Mercedes,GE-300,,4,0,0.00%,Nearly Unique,5,0,5
Mercedes,Hanomag,,1,0,0.00%,Unique,5,0,5
Mercedes,L-600,,2,0,0.00%,Nearly Unique,5,0,5
Mercedes,ML,,6165,6160,0.40%,Uncommon,100,6060,6260
Mercedes,S-200,,1,0,0.00%,Unique,5,0,5
Mercedes,S-280,,396,395,0.03%,Rare,25,370,420
Mercedes,S-320,,3312,3310,0.21%,Scarce,25,3285,3335
Mercedes,S-350,,5,5,0.00%,Nearly Unique,5,0,10
Mercedes,S-420,,184,180,0.01%,Very Rare,25,155,205
Mercedes,S-430,,140,140,0.01%,Very Rare,25,115,165
Mercedes,S-450,,1,0,0.00%,Unique,5,0,5
Mercedes,S-500,,1519,1510,0.10%,Scarce,25,1485,1535
Mercedes,S-600,,70,70,0.00%,Very Rare,5,65,75
Mercedes,SL-55,,1,0,0.00%,Unique,5,0,5
Mercedes,SL-60,,1,0,0.00%,Unique,5,0,5
Mercedes,SL-600,,1,0,0.00%,Unique,5,0,5
Mercedes,SLK-200,,49,45,0.00%,Very Rare,5,40,50
Mercedes,SLK-230,,574,570,0.04%,Very Scarce,25,545,595
Mercedes,SLK-280,,1,0,0.00%,Unique,5,0,5
Mercedes,Sprinter,,153,150,0.01%,Very Rare,25,125,175
Mercedes,Unimogs,,9,5,0.00%,Nearly Unique,5,0,10
Mercedes,,,512,510,0.03%,Very Scarce,25,485,535
Mercury,100,,2,0,0.00%,Nearly Unique,5,0,5
Mercury,Cougar,,26,25,0.00%,Extremely Rare,5,20,30
Mercury,Grand Marquis,,81,80,0.01%,Very Rare,5,75,85
Mercury,Grand Marquis,,42,40,0.00%,Very Rare,5,35,45
Mercury,Marquis,,5,5,0.00%,Nearly Unique,5,0,10
Mercury,Marquis ,,8,5,0.00%,Nearly Unique,5,0,10
Mercury,Mercury,,358,355,0.02%,Rare,25,330,380
Mercury,Monterey,,1,0,0.00%,Unique,5,0,5
Mercury,Mountaineer,,28,25,0.00%,Extremely Rare,5,20,30
Mercury,Mystique,,4,0,0.00%,Nearly Unique,5,0,5
Mercury,Sable,,96,95,0.01%,Very Rare,5,90,100
Mercury,Scorpio,,1,0,0.00%,Unique,5,0,5
Mercury,Topaz,,23,20,0.00%,Extremely Rare,5,15,25
Mercury,Tracer,,155,155,0.01%,Very Rare,25,130,180
Mercury,Villager,,31,30,0.00%,Extremely Rare,5,25,35
Mercury,,,2,0,0.00%,Nearly Unique,5,0,5
MG,1.8,,1,0,0.00%,Unique,5,0,5
MG,1100,,112,110,0.01%,Very Rare,25,85,135
MG,1300,,25,25,0.00%,Extremely Rare,5,20,30
MG,1500,,2,0,0.00%,Nearly Unique,5,0,5
MG,1600,,6,5,0.00%,Nearly Unique,5,0,10
MG,1800,,4,0,0.00%,Nearly Unique,5,0,5
MG,B,,9,5,0.00%,Nearly Unique,5,0,10
MG,Course,,3,0,0.00%,Nearly Unique,5,0,5
MG,Eagle,,2,0,0.00%,Nearly Unique,5,0,5
MG,Flint,,3,0,0.00%,Nearly Unique,5,0,5
MG,IP,,1,0,0.00%,Unique,5,0,5
MG,M,,1,0,0.00%,Unique,5,0,5
MG,Magnet,,8,5,0.00%,Nearly Unique,5,0,10
MG,MG,,20,20,0.00%,Extremely Rare,5,15,25
MG,MGA,,18,15,0.00%,Nearly Unique,5,10,20
MG,MGB,,137,135,0.01%,Very Rare,25,110,160
MG,MGC,,3,0,0.00%,Nearly Unique,5,0,5
MG,MGF,,5,5,0.00%,Nearly Unique,5,0,10
MG,Midget,,5,5,0.00%,Nearly Unique,5,0,10
MG,Roadster,,3,0,0.00%,Nearly Unique,5,0,5
MG,TD,,1,0,0.00%,Unique,5,0,5
MG,,,29,25,0.00%,Extremely Rare,5,20,30
Mini,Cooper,,6,5,0.00%,Nearly Unique,5,0,10
Mitsubishi,32,,9,5,0.00%,Nearly Unique,5,0,10
Mitsubishi,35,,1,0,0.00%,Unique,5,0,5
Mitsubishi,80,,2,0,0.00%,Nearly Unique,5,0,5
Mitsubishi,130,,2,0,0.00%,Nearly Unique,5,0,5
Mitsubishi,200,,7,5,0.00%,Nearly Unique,5,0,10
Mitsubishi,212,,13,10,0.00%,Nearly Unique,5,5,15
Mitsubishi,230,,1,0,0.00%,Unique,5,0,5
Mitsubishi,300,,172,170,0.01%,Very Rare,25,145,195
Mitsubishi,1032,,1,0,0.00%,Unique,5,0,5
Mitsubishi,1200,,19,15,0.00%,Nearly Unique,5,10,20
Mitsubishi,1300,,39,35,0.00%,Extremely Rare,5,30,40
Mitsubishi,1400,,22,20,0.00%,Extremely Rare,5,15,25
Mitsubishi,1500,,6,5,0.00%,Nearly Unique,5,0,10
Mitsubishi,1600,,34,30,0.00%,Extremely Rare,5,25,35
Mitsubishi,1800,,6,5,0.00%,Nearly Unique,5,0,10
Mitsubishi,2000,,70,70,0.00%,Very Rare,5,65,75
Mitsubishi,2032,,1,0,0.00%,Unique,5,0,5
Mitsubishi,2300,,15,15,0.00%,Nearly Unique,5,10,20
Mitsubishi,2400,,2,0,0.00%,Nearly Unique,5,0,5
Mitsubishi,2600,,1,0,0.00%,Unique,5,0,5
Mitsubishi,3000,,46,45,0.00%,Very Rare,5,40,50
Mitsubishi,BC,,7,5,0.00%,Nearly Unique,5,0,10
Mitsubishi,BCL 11,,1,0,0.00%,Unique,5,0,5
Mitsubishi,BE 211,,1,0,0.00%,Unique,5,0,5
Mitsubishi,C,,12,10,0.00%,Nearly Unique,5,5,15
Mitsubishi,Canter,,1629,1620,0.10%,Scarce,25,1595,1645
Mitsubishi,Cardia,,28,25,0.00%,Extremely Rare,5,20,30
Mitsubishi,Celeste,,5,5,0.00%,Nearly Unique,5,0,10
Mitsubishi,Chariot,,1,0,0.00%,Unique,5,0,5
Mitsubishi,Coaster,,11,10,0.00%,Nearly Unique,5,5,15
Mitsubishi,Colt,,1027,1020,0.06%,Scarce,25,995,1045
Mitsubishi,Conquest,,1,0,0.00%,Unique,5,0,5
Mitsubishi,Cordia,,101,100,0.01%,Very Rare,25,75,125
Mitsubishi,Cordia,,1,0,0.00%,Unique,5,0,5
Mitsubishi,Custom Fighter,,1,0,0.00%,Unique,5,0,5
Mitsubishi,Delica,,20,20,0.00%,Extremely Rare,5,15,25
Mitsubishi,Deluxe,,2,0,0.00%,Nearly Unique,5,0,5
Mitsubishi,Diamante,,5,5,0.00%,Nearly Unique,5,0,10
Mitsubishi,DL,,13,10,0.00%,Nearly Unique,5,5,15
Mitsubishi,Eagle Summit,,5,5,0.00%,Nearly Unique,5,0,10
Mitsubishi,Eclipse,,27,25,0.00%,Extremely Rare,5,20,30
Mitsubishi,Evolution,,1,0,0.00%,Unique,5,0,5
Mitsubishi,Expo,,3,0,0.00%,Nearly Unique,5,0,5
Mitsubishi,Farmy,,4,0,0.00%,Nearly Unique,5,0,5
Mitsubishi,FC,,58,55,0.00%,Very Rare,5,50,60
Mitsubishi,FE,,13,10,0.00%,Nearly Unique,5,5,15
Mitsubishi,FH,,2,0,0.00%,Nearly Unique,5,0,5
Mitsubishi,FK,,3,0,0.00%,Nearly Unique,5,0,5
Mitsubishi,Fuso,,181,180,0.01%,Very Rare,25,155,205
Mitsubishi,Galant,,4813,4810,0.31%,Uncommon,25,4785,4835
Mitsubishi,Galant,,17,15,0.00%,Nearly Unique,5,10,20
Mitsubishi,Galloper,,324,320,0.02%,Rare,25,295,345
Mitsubishi,Gear,,3,0,0.00%,Nearly Unique,5,0,5
Mitsubishi,GL,,2,0,0.00%,Nearly Unique,5,0,5
Mitsubishi,GLI,,1,0,0.00%,Unique,5,0,5
Mitsubishi,GLS,,16,15,0.00%,Nearly Unique,5,10,20
Mitsubishi,GLSi,,2,0,0.00%,Nearly Unique,5,0,5
Mitsubishi,GLX,,36,35,0.00%,Extremely Rare,5,30,40
Mitsubishi,GLXi,,3,0,0.00%,Nearly Unique,5,0,5
Mitsubishi,GLXT,,2,0,0.00%,Nearly Unique,5,0,5
Mitsubishi,Gold,,22,20,0.00%,Extremely Rare,5,15,25
Mitsubishi,Grandis,,1,0,0.00%,Unique,5,0,5
Mitsubishi,GS,,2,0,0.00%,Nearly Unique,5,0,5
Mitsubishi,GSR,,3,0,0.00%,Nearly Unique,5,0,5
Mitsubishi,Krada,,7,5,0.00%,Nearly Unique,5,0,10
Mitsubishi,L,,5642,5640,0.36%,Uncommon,100,5540,5740
Mitsubishi,Lancer,,2211,2210,0.14%,Scarce,25,2185,2235
Mitsubishi,Magna,,1,0,0.00%,Unique,5,0,5
Mitsubishi,Microbus,,34,30,0.00%,Extremely Rare,5,25,35
Mitsubishi,Mighty Max,,1,0,0.00%,Unique,5,0,5
Mitsubishi,Mini,,32,30,0.00%,Extremely Rare,5,25,35
Mitsubishi,Mirage,,41,40,0.00%,Very Rare,5,35,45
Mitsubishi,Montana,,7,5,0.00%,Nearly Unique,5,0,10
Mitsubishi,Montego,,1,0,0.00%,Unique,5,0,5
Mitsubishi,Montero,,2,0,0.00%,Nearly Unique,5,0,5
Mitsubishi,Montero ,,1582,1580,0.10%,Scarce,25,1555,1605
Mitsubishi,MT 16,,1,0,0.00%,Unique,5,0,5
Mitsubishi,Nativa,,216,215,0.01%,Very Rare,25,190,240
Mitsubishi,Outlander,,3,0,0.00%,Nearly Unique,5,0,5
Mitsubishi,Pajero ,,4397,4390,0.28%,Uncommon,25,4365,4415
Mitsubishi,Pickup,,111,110,0.01%,Very Rare,25,85,135
Mitsubishi,POX,,1,0,0.00%,Unique,5,0,5
Mitsubishi,Precis,,5,5,0.00%,Nearly Unique,5,0,10
Mitsubishi,PUP,,5,5,0.00%,Nearly Unique,5,0,10
Mitsubishi,PWP,,1,0,0.00%,Unique,5,0,5
Mitsubishi,R12 SJ,,1,0,0.00%,Unique,5,0,5
Mitsubishi,Rosa,,252,250,0.02%,Rare,25,225,275
Mitsubishi,Sapporo,,478,475,0.03%,Rare,25,450,500
Mitsubishi,Senator,,1,0,0.00%,Unique,5,0,5
Mitsubishi,Sigma,,78,75,0.00%,Very Rare,5,70,80
Mitsubishi,Space,,219,215,0.01%,Very Rare,25,190,240
Mitsubishi,SPX,,3,0,0.00%,Nearly Unique,5,0,5
Mitsubishi,SR,,1,0,0.00%,Unique,5,0,5
Mitsubishi,Staria,,2,0,0.00%,Nearly Unique,5,0,5
Mitsubishi,Starion,,32,30,0.00%,Extremely Rare,5,25,35
Mitsubishi,T217,,5,5,0.00%,Nearly Unique,5,0,10
Mitsubishi,T217F,,1,0,0.00%,Unique,5,0,5
Mitsubishi,Temsa,,2,0,0.00%,Nearly Unique,5,0,5
Mitsubishi,Tredia,,245,245,0.02%,Rare,25,220,270
Mitsubishi,Tredia,,5,5,0.00%,Nearly Unique,5,0,10
Mitsubishi,Triton,,5,5,0.00%,Nearly Unique,5,0,10
Mitsubishi,Triton,,2,0,0.00%,Nearly Unique,5,0,5
Mitsubishi,Van,,145,145,0.01%,Very Rare,25,120,170
Mitsubishi,Varica,,2,0,0.00%,Nearly Unique,5,0,5
Mitsubishi,Wagon,,13,10,0.00%,Nearly Unique,5,5,15
Mitsubishi,,,629,625,0.04%,Very Scarce,25,600,650
Morgan,Morgen,,2,0,0.00%,Nearly Unique,5,0,5
Morris,100,,6,5,0.00%,Nearly Unique,5,0,10
Morris,180,,3,0,0.00%,Nearly Unique,5,0,5
Morris,220,,1,0,0.00%,Unique,5,0,5
Morris,250,,2,0,0.00%,Nearly Unique,5,0,5
Morris,555,,1,0,0.00%,Unique,5,0,5
Morris,660,,1,0,0.00%,Unique,5,0,5
Morris,1100,,275,275,0.02%,Rare,25,250,300
Morris,1275,,69,65,0.00%,Very Rare,5,60,70
Morris,1800,,52,50,0.00%,Very Rare,5,45,55
Morris,8500,,13,10,0.00%,Nearly Unique,5,5,15
Morris,6/8 CWT ,,7,5,0.00%,Nearly Unique,5,0,10
Morris,Axford,,24,20,0.00%,Extremely Rare,5,15,25
Morris,Cooper,,56,55,0.00%,Very Rare,5,50,60
Morris,CWT,,8,5,0.00%,Nearly Unique,5,0,10
Morris,FX4R ,,7,5,0.00%,Nearly Unique,5,0,10
Morris,G4 ,,32,30,0.00%,Extremely Rare,5,25,35
Morris,Isis ,,2,0,0.00%,Nearly Unique,5,0,5
Morris,J type ,,148,145,0.01%,Very Rare,25,120,170
Morris,J type ,,1,0,0.00%,Unique,5,0,5
Morris,Kilmarnock 1100 ,,3,0,0.00%,Nearly Unique,5,0,5
Morris,Marina,,222,220,0.01%,Very Rare,25,195,245
Morris,Mini,,608,605,0.04%,Very Scarce,25,580,630
Morris,Minor,,12,10,0.00%,Nearly Unique,5,5,15
Morris,Minor 1000,,122,120,0.01%,Very Rare,25,95,145
Morris,Moke,,1,0,0.00%,Unique,5,0,5
Morris,Oxford,,62,60,0.00%,Very Rare,5,55,65
Morris,,,94,90,0.01%,Very Rare,5,85,95
Moto Guzzi,650,,7,5,0.00%,Nearly Unique,5,0,10
